msme_id,loan_id,observation_month,stress_12m
MSME062,LN-MSME062-001,5,1
MSME062,LN-MSME062-001,6,1
MSME062,LN-MSME062-001,7,1
MSME062,LN-MSME062-001,8,1
MSME062,LN-MSME062-001,9,1
MSME062,LN-MSME062-001,10,1
MSME062,LN-MSME062-001,11,1
MSME062,LN-MSME062-001,12,1
MSME062,LN-MSME062-001,13,1
MSME062,LN-MSME062-001,14,1
MSME062,LN-MSME062-001,15,1
MSME062,LN-MSME062-001,16,1
MSME062,LN-MSME062-001,17,1
MSME062,LN-MSME062-001,18,1
MSME062,LN-MSME062-001,19,1
MSME062,LN-MSME062-001,20,1
MSME062,LN-MSME062-001,21,1
MSME062,LN-MSME062-001,22,1
MSME062,LN-MSME062-001,23,0
MSME063,LN-MSME063-001,0,0
MSME063,LN-MSME063-001,1,0
MSME063,LN-MSME063-001,2,1
MSME063,LN-MSME063-001,3,1
MSME063,LN-MSME063-001,4,1
MSME063,LN-MSME063-001,5,1
MSME063,LN-MSME063-001,6,1
MSME063,LN-MSME063-001,7,1
MSME063,LN-MSME063-001,8,1
MSME063,LN-MSME063-001,9,1
MSME063,LN-MSME063-001,10,1
MSME063,LN-MSME063-001,11,1
MSME063,LN-MSME063-001,12,1
MSME063,LN-MSME063-001,13,1
MSME063,LN-MSME063-001,14,1
MSME063,LN-MSME063-001,15,1
MSME063,LN-MSME063-001,16,1
MSME063,LN-MSME063-001,17,1
MSME063,LN-MSME063-001,18,1
MSME063,LN-MSME063-001,19,1
MSME063,LN-MSME063-001,20,1
MSME063,LN-MSME063-001,21,1
MSME063,LN-MSME063-001,22,1
MSME063,LN-MSME063-001,23,0
MSME064,LN-MSME064-001,0,0
MSME064,LN-MSME064-001,1,0
MSME064,LN-MSME064-001,2,0
MSME064,LN-MSME064-001,3,0
MSME064,LN-MSME064-001,4,0
MSME064,LN-MSME064-001,5,0
MSME064,LN-MSME064-001,6,0
MSME064,LN-MSME064-001,7,0
MSME064,LN-MSME064-001,8,0
MSME064,LN-MSME064-001,9,0
MSME064,LN-MSME064-001,10,0
MSME064,LN-MSME064-001,11,0
MSME064,LN-MSME064-001,12,0
MSME064,LN-MSME064-001,13,0
MSME064,LN-MSME064-001,14,0
MSME064,LN-MSME064-001,15,0
MSME064,LN-MSME064-001,16,0
MSME064,LN-MSME064-001,17,0
MSME064,LN-MSME064-001,18,0
MSME064,LN-MSME064-001,19,0
MSME064,LN-MSME064-001,20,0
MSME064,LN-MSME064-001,21,0
MSME064,LN-MSME064-001,22,0
MSME064,LN-MSME064-001,23,0
MSME065,LN-MSME065-001,0,0
MSME065,LN-MSME065-001,1,0
MSME065,LN-MSME065-001,2,0
MSME065,LN-MSME065-001,3,0
MSME065,LN-MSME065-001,4,0
MSME065,LN-MSME065-001,5,0
MSME065,LN-MSME065-001,6,0
MSME065,LN-MSME065-001,7,0
MSME065,LN-MSME065-001,8,0
MSME065,LN-MSME065-001,9,0
MSME065,LN-MSME065-001,10,0
MSME065,LN-MSME065-001,11,0
MSME065,LN-MSME065-001,12,0
MSME065,LN-MSME065-001,13,0
MSME065,LN-MSME065-001,14,0
MSME065,LN-MSME065-001,15,0
MSME065,LN-MSME065-001,16,0
MSME065,LN-MSME065-001,17,0
MSME065,LN-MSME065-001,18,0
MSME065,LN-MSME065-001,19,0
MSME065,LN-MSME065-001,20,0
MSME065,LN-MSME065-001,21,0
MSME065,LN-MSME065-001,22,0
MSME065,LN-MSME065-001,23,0
MSME066,LN-MSME066-001,0,0
MSME066,LN-MSME066-001,1,0
MSME066,LN-MSME066-001,2,1
MSME066,LN-MSME066-001,3,1
MSME066,LN-MSME066-001,4,1
MSME066,LN-MSME066-001,5,1
MSME066,LN-MSME066-001,6,1
MSME066,LN-MSME066-001,7,1
MSME066,LN-MSME066-001,8,1
MSME066,LN-MSME066-001,9,1
MSME066,LN-MSME066-001,10,1
MSME066,LN-MSME066-001,11,1
MSME066,LN-MSME066-001,12,1
MSME066,LN-MSME066-001,13,1
MSME066,LN-MSME066-001,14,1
MSME066,LN-MSME066-001,15,1
MSME066,LN-MSME066-001,16,1
MSME066,LN-MSME066-001,17,1
MSME066,LN-MSME066-001,18,1
MSME066,LN-MSME066-001,19,1
MSME066,LN-MSME066-001,20,1
MSME066,LN-MSME066-001,21,1
MSME066,LN-MSME066-001,22,1
MSME066,LN-MSME066-001,23,0
MSME067,LN-MSME067-001,0,0
MSME067,LN-MSME067-001,1,0
MSME067,LN-MSME067-001,2,0
MSME067,LN-MSME067-001,3,0
MSME067,LN-MSME067-001,4,0
MSME067,LN-MSME067-001,5,0
MSME067,LN-MSME067-001,6,0
MSME067,LN-MSME067-001,7,0
MSME067,LN-MSME067-001,8,0
MSME067,LN-MSME067-001,9,0
MSME067,LN-MSME067-001,10,0
MSME067,LN-MSME067-001,11,0
MSME067,LN-MSME067-001,12,0
MSME067,LN-MSME067-001,13,0
MSME067,LN-MSME067-001,14,0
MSME067,LN-MSME067-001,15,0
MSME067,LN-MSME067-001,16,0
MSME067,LN-MSME067-001,17,0
MSME067,LN-MSME067-001,18,0
MSME067,LN-MSME067-001,19,0
MSME067,LN-MSME067-001,20,0
MSME067,LN-MSME067-001,21,0
MSME067,LN-MSME067-001,22,0
MSME067,LN-MSME067-001,23,0
MSME068,LN-MSME068-001,0,0
MSME068,LN-MSME068-001,1,0
MSME068,LN-MSME068-001,2,0
MSME068,LN-MSME068-001,3,0
MSME068,LN-MSME068-001,4,0
MSME068,LN-MSME068-001,5,0
MSME068,LN-MSME068-001,6,0
MSME068,LN-MSME068-001,7,0
MSME068,LN-MSME068-001,8,0
MSME068,LN-MSME068-001,9,0
MSME068,LN-MSME068-001,10,0
MSME068,LN-MSME068-001,11,0
MSME068,LN-MSME068-001,12,0
MSME068,LN-MSME068-001,13,0
MSME068,LN-MSME068-001,14,0
MSME068,LN-MSME068-001,15,0
MSME068,LN-MSME068-001,16,0
MSME068,LN-MSME068-001,17,0
MSME068,LN-MSME068-001,18,0
MSME068,LN-MSME068-001,19,0
MSME068,LN-MSME068-001,20,0
MSME068,LN-MSME068-001,21,0
MSME068,LN-MSME068-001,22,0
MSME068,LN-MSME068-001,23,0
MSME069,LN-MSME069-001,0,0
MSME069,LN-MSME069-001,1,0
MSME069,LN-MSME069-001,2,0
MSME069,LN-MSME069-001,3,0
MSME069,LN-MSME069-001,4,0
MSME069,LN-MSME069-001,5,0
MSME069,LN-MSME069-001,6,0
MSME069,LN-MSME069-001,7,0
MSME069,LN-MSME069-001,8,0
MSME069,LN-MSME069-001,9,0
MSME069,LN-MSME069-001,10,0
MSME069,LN-MSME069-001,11,0
MSME069,LN-MSME069-001,12,0
MSME069,LN-MSME069-001,13,0
MSME069,LN-MSME069-001,14,0
MSME069,LN-MSME069-001,15,0
MSME069,LN-MSME069-001,16,0
MSME069,LN-MSME069-001,17,0
MSME069,LN-MSME069-001,18,0
MSME069,LN-MSME069-001,19,0
MSME069,LN-MSME069-001,20,0
MSME069,LN-MSME069-001,21,0
MSME069,LN-MSME069-001,22,0
MSME069,LN-MSME069-001,23,0
MSME070,LN-MSME070-001,0,0
MSME070,LN-MSME070-001,1,0
MSME070,LN-MSME070-001,2,0
MSME070,LN-MSME070-001,3,0
MSME070,LN-MSME070-001,4,0
MSME070,LN-MSME070-001,5,0
MSME070,LN-MSME070-001,6,0
MSME070,LN-MSME070-001,7,0
MSME070,LN-MSME070-001,8,0
MSME070,LN-MSME070-001,9,0
MSME070,LN-MSME070-001,10,0
MSME070,LN-MSME070-001,11,0
MSME070,LN-MSME070-001,12,0
MSME070,LN-MSME070-001,13,0
MSME070,LN-MSME070-001,14,0
MSME070,LN-MSME070-001,15,0
MSME070,LN-MSME070-001,16,0
MSME070,LN-MSME070-001,17,0
MSME070,LN-MSME070-001,18,0
MSME070,LN-MSME070-001,19,0
MSME070,LN-MSME070-001,20,0
MSME070,LN-MSME070-001,21,0
MSME070,LN-MSME070-001,22,0
MSME070,LN-MSME070-001,23,0
MSME071,LN-MSME071-001,0,0
MSME071,LN-MSME071-001,1,0
MSME071,LN-MSME071-001,2,1
MSME071,LN-MSME071-001,3,1
MSME071,LN-MSME071-001,4,1
MSME071,LN-MSME071-001,5,1
MSME071,LN-MSME071-001,6,1
MSME071,LN-MSME071-001,7,1
MSME071,LN-MSME071-001,8,1
MSME071,LN-MSME071-001,9,1
MSME071,LN-MSME071-001,10,1
MSME071,LN-MSME071-001,11,1
MSME071,LN-MSME071-001,12,1
MSME071,LN-MSME071-001,13,1
MSME071,LN-MSME071-001,14,1
MSME071,LN-MSME071-001,15,1
MSME071,LN-MSME071-001,16,1
MSME071,LN-MSME071-001,17,1
MSME071,LN-MSME071-001,18,1
MSME071,LN-MSME071-001,19,1
MSME071,LN-MSME071-001,20,1
MSME071,LN-MSME071-001,21,1
MSME071,LN-MSME071-001,22,1
MSME071,LN-MSME071-001,23,0
MSME072,LN-MSME072-001,0,0
MSME072,LN-MSME072-001,1,0
MSME072,LN-MSME072-001,2,1
MSME072,LN-MSME072-001,3,1
MSME072,LN-MSME072-001,4,1
MSME072,LN-MSME072-001,5,1
MSME072,LN-MSME072-001,6,1
MSME072,LN-MSME072-001,7,1
MSME072,LN-MSME072-001,8,1
MSME072,LN-MSME072-001,9,1
MSME072,LN-MSME072-001,10,1
MSME072,LN-MSME072-001,11,1
MSME072,LN-MSME072-001,12,1
MSME072,LN-MSME072-001,13,1
MSME072,LN-MSME072-001,14,1
MSME072,LN-MSME072-001,15,1
MSME072,LN-MSME072-001,16,1
MSME072,LN-MSME072-001,17,1
MSME072,LN-MSME072-001,18,1
MSME072,LN-MSME072-001,19,1
MSME072,LN-MSME072-001,20,1
MSME072,LN-MSME072-001,21,1
MSME072,LN-MSME072-001,22,1
MSME072,LN-MSME072-001,23,0
MSME073,LN-MSME073-001,0,0
MSME073,LN-MSME073-001,1,0
MSME073,LN-MSME073-001,2,0
MSME073,LN-MSME073-001,3,0
MSME073,LN-MSME073-001,4,0
MSME073,LN-MSME073-001,5,0
MSME073,LN-MSME073-001,6,0
MSME073,LN-MSME073-001,7,0
MSME073,LN-MSME073-001,8,0
MSME073,LN-MSME073-001,9,0
MSME073,LN-MSME073-001,10,0
MSME073,LN-MSME073-001,11,0
MSME073,LN-MSME073-001,12,0
MSME073,LN-MSME073-001,13,0
MSME073,LN-MSME073-001,14,0
MSME073,LN-MSME073-001,15,0
MSME073,LN-MSME073-001,16,0
MSME073,LN-MSME073-001,17,0
MSME073,LN-MSME073-001,18,0
MSME073,LN-MSME073-001,19,0
MSME073,LN-MSME073-001,20,0
MSME073,LN-MSME073-001,21,0
MSME073,LN-MSME073-001,22,0
MSME073,LN-MSME073-001,23,0
MSME074,LN-MSME074-001,0,0
MSME074,LN-MSME074-001,1,0
MSME074,LN-MSME074-001,2,0
MSME074,LN-MSME074-001,3,0
MSME074,LN-MSME074-001,4,0
MSME074,LN-MSME074-001,5,0
MSME074,LN-MSME074-001,6,0
MSME074,LN-MSME074-001,7,0
MSME074,LN-MSME074-001,8,0
MSME074,LN-MSME074-001,9,0
MSME074,LN-MSME074-001,10,0
MSME074,LN-MSME074-001,11,0
MSME074,LN-MSME074-001,12,0
MSME074,LN-MSME074-001,13,0
MSME074,LN-MSME074-001,14,0
MSME074,LN-MSME074-001,15,0
MSME074,LN-MSME074-001,16,0
MSME074,LN-MSME074-001,17,0
MSME074,LN-MSME074-001,18,0
MSME074,LN-MSME074-001,19,0
MSME074,LN-MSME074-001,20,0
MSME074,LN-MSME074-001,21,0
MSME074,LN-MSME074-001,22,0
MSME074,LN-MSME074-001,23,0
MSME075,LN-MSME075-001,0,0
MSME075,LN-MSME075-001,1,0
MSME075,LN-MSME075-001,2,1
MSME075,LN-MSME075-001,3,1
MSME075,LN-MSME075-001,4,1
MSME075,LN-MSME075-001,5,1
MSME075,LN-MSME075-001,6,1
MSME075,LN-MSME075-001,7,1
MSME075,LN-MSME075-001,8,1
MSME075,LN-MSME075-001,9,1
MSME075,LN-MSME075-001,10,1
MSME075,LN-MSME075-001,11,1
MSME075,LN-MSME075-001,12,1
MSME075,LN-MSME075-001,13,1
MSME075,LN-MSME075-001,14,1
MSME075,LN-MSME075-001,15,1
MSME075,LN-MSME075-001,16,1
MSME075,LN-MSME075-001,17,1
MSME075,LN-MSME075-001,18,1
MSME075,LN-MSME075-001,19,1
MSME075,LN-MSME075-001,20,1
MSME075,LN-MSME075-001,21,1
MSME075,LN-MSME075-001,22,1
MSME075,LN-MSME075-001,23,0
